郵遞區號,城市,人口數,客戶數量,客戶滲透率 (%)
93654,Reedley,25923,4,0.015430312849593026
94598,Walnut Creek,26022,4,0.015371608638844054
95133,San Jose,26032,4,0.015365703749231713
90038,Los Angeles,32562,5,0.015355322154658806
95356,Modesto,26055,4,0.01535213970447131
91780,Temple City,32718,5,0.015282107708295127
93662,Selma,26213,4,0.015259604013275857
94580,San Lorenzo,26240,4,0.01524390243902439
92211,Palm Desert,19702,3,0.015226880519744187
94132,San Francisco,26297,4,0.015210860554435867
90036,Los Angeles,32901,5,0.015197106470927934
92571,Perris,26357,4,0.015176234017528552
95131,San Jose,26389,4,0.01515783091439615
92620,Irvine,26419,4,0.015140618494265491
96080,Red Bluff,26438,4,0.01512973749905439
91362,Thousand Oaks,33057,5,0.015125389478779077
94513,Brentwood,26577,4,0.015050607668284607
93704,Fresno,26580,4,0.015048908954100828
91754,Monterey Park,33280,5,0.015024038461538462
90260,Lawndale,33300,5,0.015015015015015015
91932,Imperial Beach,26662,4,0.015002625459455406
91340,San Fernando,33389,5,0.014974991763754528
90049,Los Angeles,33523,5,0.014915132893834084
90621,Buena Park,33528,5,0.014912908613696015
94133,San Francisco,26831,4,0.014908128657150311
94559,Napa,26894,4,0.014873205919535955
95973,Chico,26971,4,0.014830744132586855
90266,Manhattan Beach,33758,5,0.014811303987203032
95126,San Jose,27023,4,0.014802205528623765
93401,San Luis Obispo,27047,4,0.014789070876622176
91722,Covina,33817,5,0.014785462932844428
95354,Modesto,27135,4,0.014741109268472451
93311,Bakersfield,20440,3,0.014677103718199608
94545,Hayward,27311,4,0.01464611328768628
90277,Redondo Beach,34191,5,0.014623731391301804
92604,Irvine,27369,4,0.014615075450327012
93004,Ventura,27381,4,0.014608670245790876
94518,Concord,27394,4,0.014601737606775208
92101,San Diego,27505,4,0.014542810398109434
91763,Montclair,34447,5,0.014515052109037073
94561,Oakley,27607,4,0.01448907885681168
92629,Dana Point,27730,4,0.0144248106743599
91711,Claremont,34716,5,0.014402580942504897
95993,Yuba City,27786,4,0.014395738861297056
95301,Atwater,27808,4,0.014384349827387802
94043,Mountain View,27822,4,0.01437711163827187
90505,Torrance,34873,5,0.014337739798698132
94131,San Francisco,27906,4,0.014333835017558947
94070,San Carlos,28098,4,0.014235888675350559
91311,Chatsworth,35325,5,0.014154281670205238
95969,Paradise,28318,4,0.014125291334133767
95966,Oroville,28382,4,0.014093439503910928
94903,San Rafael,28403,4,0.014083019399359223
91750,La Verne,35530,5,0.014072614691809739
93637,Madera,28434,4,0.014067665470915102
94801,Richmond,28450,4,0.0140597539543058
90810,Long Beach,35656,5,0.014022885348889387
94588,Pleasanton,28568,4,0.014001680201624195
92660,Newport Beach,28687,4,0.013943598145501446
94941,Mill Valley,28727,4,0.013924182824520487
92308,Apple Valley,28819,4,0.013879732121170062
91768,Pomona,36057,5,0.013866932911778571
91367,Woodland Hills,36123,5,0.013841596766602996
94602,Oakland,28900,4,0.01384083044982699
93657,Sanger,28991,4,0.013797385395467559
91001,Altadena,36243,5,0.01379576745854372
94102,San Francisco,28998,4,0.013794054762397407
92139,San Diego,36351,5,0.013754779785975625
93635,Los Banos,29124,4,0.01373437714599643
93710,Fresno,29337,4,0.013634659303950641
93422,Atascadero,29539,4,0.013541419817867903
94568,Dublin,29636,4,0.013497098123903362
92543,Hemet,29687,4,0.013473911139556035
92337,Fontana,29847,4,0.01340168191107984
90278,Redondo Beach,37322,5,0.013396924066234392
95117,San Jose,29914,4,0.013371665440930667
90808,Long Beach,37417,5,0.013362909907261406
94610,Oakland,29964,4,0.013349352556401014
90301,Inglewood,37527,5,0.013323740240360274
91320,Newbury Park,37779,5,0.01323486593080812
90604,Whittier,37887,5,0.01319713886029509
96002,Redding,30338,4,0.013184784758388818
93245,Lemoore,30419,4,0.013149676189223842
91776,San Gabriel,38041,5,0.013143713361899003
95204,Stockton,30476,4,0.0131250820317627
90059,Los Angeles,38128,5,0.01311372219890894
93454,Santa Maria,30540,4,0.01309757694826457
90605,Whittier,38181,5,0.013095518713496243
95824,Sacramento,30580,4,0.013080444735120994
94114,San Francisco,30587,4,0.013077451204760192
95070,Saratoga,30589,4,0.013076596162019026
95678,Roseville,30614,4,0.013065917554060233
95358,Modesto,30668,4,0.013042911177774879
95825,Sacramento,30715,4,0.013022952954582452
90031,Los Angeles,38415,5,0.013015749056358194
90802,Long Beach,38427,5,0.013011684492674421
94621,Oakland,30751,4,0.013007707066436863
91104,Pasadena,38460,5,0.013000520020800833
95209,Stockton,30814,4,0.012981112481339652
95407,Santa Rosa,30876,4,0.012955045990413265
95482,Ukiah,30988,4,0.01290822253775655
90815,Long Beach,38902,5,0.012852809624183847
93703,Fresno,31180,4,0.01282873636946761
92373,Redlands,31230,4,0.012808197246237591
91701,Rancho Cucamonga,39064,5,0.012799508498873641
95472,Sebastopol,31266,4,0.012793449753726092
95842,Sacramento,31373,4,0.01274981672138463
94603,Oakland,31392,4,0.012742099898063202
95833,Sacramento,31422,4,0.012729934440837629
92841,Garden Grove,31428,4,0.012727504136438843
90045,Los Angeles,39334,5,0.012711648955102456
96001,Redding,31586,4,0.012663838409421896
93101,Santa Barbara,31727,4,0.012607558231159579
94404,San Mateo,31882,4,0.012546264349789851
95118,San Jose,31926,4,0.01252897325064211
94952,Petaluma,31930,4,0.01252740369558409
95662,Orangevale,32040,4,0.012484394506866416
91350,Santa Clarita,40077,5,0.012475983731317215
90241,Downey,40152,5,0.012452679816696554
94040,Mountain View,32143,4,0.012444389136048284
95660,North Highlands,32202,4,0.012421588721197441
92679,Trabuco Canyon,32268,4,0.01239618197595141
91401,Van Nuys,40376,5,0.012383594214384784
92649,Huntington Beach,32304,4,0.012382367508667657
94063,Redwood City,32368,4,0.012357884330202669
94401,San Mateo,32488,4,0.012312238364934745
93060,Santa Paula,32511,4,0.012303528036664515
95688,Vacaville,32564,4,0.012283503255128362
90501,Torrance,40705,5,0.012283503255128362
94523,Pleasant Hill,32685,4,0.012238029677221967
95128,San Jose,32804,4,0.01219363492257042
95928,Chico,32848,4,0.012177301509985387
91016,Monrovia,41067,5,0.012175225850439526
93940,Monterey,32857,4,0.012173965973765103
94526,Danville,32873,4,0.012168040641255741
95307,Ceres,32881,4,0.012165080137465405
93001,Ventura,32899,4,0.012158424268214839
90025,Los Angeles,41175,5,0.012143290831815423
93021,Moorpark,32984,4,0.01212709192335678
90275,Rancho Palos Verdes,41263,5,0.012117393306351937
92116,San Diego,33083,4,0.012090801922437505
92065,Ramona,33104,4,0.01208313194780087
91205,Glendale,41390,5,0.012080212611741966
94115,San Francisco,33122,4,0.01207656542479319
94124,San Francisco,33177,4,0.012056545196973807
90029,Los Angeles,41713,5,0.011986670822045884
90503,Torrance,41979,5,0.011910717263393602
93612,Clovis,33856,4,0.011814744801512287
94555,Fremont,33883,4,0.011805330106543103
90242,Downey,42459,5,0.01177606632280553
91360,Thousand Oaks,42526,5,0.011757513050839486
93551,Palmdale,34045,4,0.01174915552944632
92821,Brea,34055,4,0.011745705476435178
95205,Stockton,34138,4,0.011717148046165563
95667,Placerville,34146,4,0.011714402858314297
92128,San Diego,42733,5,0.011700559286733905
95476,Sonoma,34314,4,0.011657049600746051
92675,San Juan Capistrano,34321,4,0.011654672066664724
92806,Anaheim,34398,4,0.011628583057154486
92234,Cathedral City,43141,5,0.011589902876613893
92831,Fullerton,34592,4,0.011563367252543942
92316,Bloomington,25995,3,0.011540680900173109
90804,Long Beach,43467,5,0.011502979271631353
95838,Sacramento,34894,4,0.011463288817561758
92672,San Clemente,34946,4,0.011446231328335145
95991,Yuba City,34967,4,0.011439357108130523
92243,El Centro,43712,5,0.011438506588579795
95404,Santa Rosa,35057,4,0.011409989445759763
91306,Winnetka,43857,5,0.011400688601591536
93534,Lancaster,35109,4,0.011393090090859892
90057,Los Angeles,44004,5,0.011362603399690937
91790,West Covina,44099,5,0.011338125581078936
90024,Los Angeles,44150,5,0.011325028312570781
94954,Petaluma,35419,4,0.011293373613032552
95821,Sacramento,35426,4,0.011291142099023316
93705,Fresno,35451,4,0.011283179600011283
90620,Buena Park,44442,5,0.011250618784033122
92008,Carlsbad,35582,4,0.011241639030970715
93446,Paso Robles,35586,4,0.011240375428539314
93305,Bakersfield,35643,4,0.0112223999102208
91941,La Mesa,44652,5,0.01119770670966586
94061,Redwood City,35737,4,0.011192881327475725
93901,Salinas,35739,4,0.01119225495956798
92084,Vista,44692,5,0.011187684596795847
93706,Fresno,35790,4,0.011176306230790724
95926,Chico,35808,4,0.011170688114387846
90043,Los Angeles,44764,5,0.01116968992940756
90007,Los Angeles,45025,5,0.01110494169905608
91789,Walnut,45118,5,0.011082051509375416
95401,Santa Rosa,36125,4,0.011072664359861591
92562,Murrieta,36149,4,0.011065313010041771
94520,Concord,36186,4,0.011053998784060133
91606,North Hollywood,45358,5,0.011023413730764143
92807,Anaheim,36301,4,0.011018980193383102
95050,Santa Clara,36349,4,0.011004429282786322
95843,Antelope,36432,4,0.010979358805445762
91733,South El Monte,45645,5,0.010954102311315588
94611,Oakland,36517,4,0.0109538023386368
94578,San Leandro,36568,4,0.010938525486764385
91601,North Hollywood,36625,4,0.010921501706484642
95062,Santa Cruz,36631,4,0.010919712811553055
94566,Pleasanton,36669,4,0.010908396738389375
93291,Visalia,36718,4,0.010893839533743668
95336,Manteca,36738,4,0.010887908977080953
92570,Perris,36817,4,0.010864546269386426
95136,San Jose,36944,4,0.010827197921177999
95820,Sacramento,37031,4,0.01080176068699198
91748,Rowland Heights,46342,5,0.010789348754909153
95120,San Jose,37090,4,0.010784578053383662
95121,San Jose,37127,4,0.010773830366040887
94590,Vallejo,37218,4,0.010747487774732657
91765,Diamond Bar,46532,5,0.010745293561420097
93215,Delano,37280,4,0.01072961373390558
91767,Pomona,46626,5,0.010723630592373355
91352,Sun Valley,46639,5,0.010720641523188747
93455,Santa Maria,37364,4,0.010705491917353602
92111,San Diego,46828,5,0.010677372512172205
90032,Los Angeles,46960,5,0.010647359454855196
95129,San Jose,37570,4,0.010646792653713068
90047,Los Angeles,47107,5,0.01061413378054217
90018,Los Angeles,47143,5,0.010606028466580405
90220,Compton,47305,5,0.010569707219110032
90630,Cypress,47344,5,0.010561000337952011
92706,Santa Ana,37879,4,0.01055994086433116
92869,Orange,37916,4,0.010549636037556704
94403,San Mateo,37926,4,0.010546854400674998
92113,San Diego,47431,5,0.01054162889249647
90023,Los Angeles,47487,5,0.01052919746456925
90065,Los Angeles,47534,5,0.010518786552783271
90638,La Mirada,47568,5,0.010511268079381096
95901,Marysville,38091,4,0.010501168254968366
91605,North Hollywood,57146,6,0.010499422531760753
90247,Gardena,47758,5,0.010469450144478412
93955,Seaside,38244,4,0.01045915699194645
92064,Poway,47969,5,0.010423398444828952
92505,Riverside,38446,4,0.010404203298132445
92530,Lake Elsinore,38519,4,0.010384485578545653
95624,Elk Grove,38534,4,0.01038044324492656
95695,Woodland,38547,4,0.010376942433911848
94117,San Francisco,38756,4,0.01032098255753948
95826,Sacramento,38818,4,0.010304497913339173
94044,Pacifica,38885,4,0.010286742960010286
94118,San Francisco,38955,4,0.010268258246694905
90027,Los Angeles,48727,5,0.010261251462228333
91786,Upland,48827,5,0.010240235935035943
94025,Menlo Park,39062,4,0.010240131073677742
94804,Richmond,39089,4,0.010233057893525034
91344,Granada Hills,48867,5,0.010231853807272802
93726,Fresno,39148,4,0.010217635639113109
92544,Hemet,39264,4,0.010187449062754686
94585,Suisun City,39279,4,0.010183558644568344
91304,Canoga Park,49242,5,0.010153933633889767
92025,Escondido,49281,5,0.01014589801343317
92886,Yorba Linda,39458,4,0.010137361244867962
90033,Los Angeles,49431,5,0.01011510995124517
94066,San Bruno,39566,4,0.010109690137997271
91764,Ontario,49474,5,0.010106318470307636
90806,Long Beach,49647,5,0.01007110197997865
90046,Los Angeles,49839,5,0.01003230401894099
94521,Concord,39888,4,0.01002807862013638
91406,Van Nuys,50047,5,0.00999060882770196
94134,San Francisco,40137,4,0.009965866905847472
94901,San Rafael,40239,4,0.009940604885807301
92103,San Diego,30202,3,0.009933117012118403
95403,Santa Rosa,40270,4,0.009932952570151478
94010,Burlingame,40346,4,0.009914241808357706
93292,Visalia,30395,3,0.009870044415199869
95380,Turlock,40545,4,0.009865581452706869
95132,San Jose,40568,4,0.0098599881680142
95210,Stockton,40611,4,0.009849548151978528
95628,Fair Oaks,40750,4,0.0098159509202454
93312,Bakersfield,40836,4,0.009795278675678323
92867,Orange,40915,4,0.009776365636074789
94596,Walnut Creek,40917,4,0.009775887772808368
92019,El Cajon,40995,4,0.009757287474082204
92612,Irvine,41062,4,0.009741366713749939
91405,Van Nuys,51348,5,0.009737477603801512
90221,Compton,51387,5,0.009730087376184639
92656,Aliso Viejo,41237,4,0.009700026675073355
90703,Cerritos,51556,5,0.009698192256963303
96003,Redding,41476,4,0.009644131545954287
92399,Yucaipa,41575,4,0.009621166566446182
91730,Rancho Cucamonga,51970,5,0.009620935154897056
95621,Citrus Heights,41636,4,0.009607070804111826
94546,Castro Valley,41698,4,0.009592786224758981
95037,Morgan Hill,41707,4,0.009590716186731244
92311,Barstow,31293,3,0.009586808551433228
94577,San Leandro,41871,4,0.009553151345800197
94606,Oakland,41876,4,0.009552010698251982
92688,Rancho Santa Margarita,42193,4,0.009480245538359444
94589,Vallejo,42209,4,0.009476651898884124
92040,Lakeside,42277,4,0.009461409276911796
92506,Riverside,42425,4,0.009428403064230996
94121,San Francisco,42476,4,0.009417082587814294
94560,Newark,42491,4,0.009413758207620438
94928,Rohnert Park,42544,4,0.009402030838661151
92037,La Jolla,42617,4,0.009385925804256517
93405,San Luis Obispo,31982,3,0.009380276405478082
90744,Wilmington,53323,5,0.00937681675824691
92648,Huntington Beach,42663,4,0.009375805733305206
95831,Sacramento,42832,4,0.009338812103100487
93010,Camarillo,42853,4,0.009334235642778802
94605,Oakland,42854,4,0.00933401782797405
91745,Hacienda Heights,53686,5,0.009313415043027977
94116,San Francisco,42959,4,0.009311203705859075
90005,Los Angeles,43019,4,0.009298217066877426
92009,Carlsbad,43161,4,0.009267625865943792
95060,Santa Cruz,43192,4,0.009260974254491572
91762,Ontario,54254,5,0.009215910347624139
92026,Escondido,43436,4,0.009208951100469657
92843,Garden Grove,43491,4,0.009197305189579452
93458,Santa Maria,43684,4,0.009156670634557275
95610,Citrus Heights,43718,4,0.009149549384692804
94583,San Ramon,44078,4,0.009074821906620083
95148,San Jose,44103,4,0.009069677799696165
92705,Santa Ana,44117,4,0.009066799646394815
90066,Los Angeles,55204,5,0.009057314687341498
90723,Paramount,55306,5,0.009040610422015694
90745,Carson,55486,5,0.009011282125220777
90063,Los Angeles,55668,5,0.008981820794711505
92410,San Bernardino,44556,4,0.008977466558937068
90002,Los Angeles,44586,4,0.008971426008163998
93304,Bakersfield,44588,4,0.008971023593792052
95822,Sacramento,44683,4,0.008951950406194748
93277,Visalia,44741,4,0.008940345544355289
92879,Corona,44875,4,0.008913649025069638
91977,Spring Valley,56100,5,0.008912655971479501
93308,Bakersfield,44915,4,0.00890571078704219
95008,Campbell,44976,4,0.008893632159373888
91761,Ontario,56280,5,0.008884150675195452
92802,Anaheim,45086,4,0.008871933637936388
93720,Fresno,45087,4,0.008871736864284606
95124,San Jose,45257,4,0.008838411737410786
90037,Los Angeles,56709,5,0.008816942636971204
94303,Palo Alto,45499,4,0.008791402008835358
91343,North Hills,57017,5,0.008769314414999035
95240,Lodi,45755,4,0.00874221396568681
92833,Fullerton,46105,4,0.008675848606441819
95125,San Jose,46185,4,0.008660820612753058
92557,Moreno Valley,46214,4,0.008655385813822651
91702,Azusa,57775,5,0.008654262224145393
92692,Mission Viejo,46227,4,0.00865295173816168
92691,Mission Viejo,46371,4,0.00862608095576977
92504,Riverside,46550,4,0.008592910848549946
90003,Los Angeles,58198,5,0.008591360527853191
90034,Los Angeles,58218,5,0.008588409083101448
94553,Martinez,46677,4,0.00856953103241425
93611,Clovis,46858,4,0.008536429211660763
93003,Ventura,46894,4,0.008529875890305795
90731,San Pedro,58639,5,0.008526748409761422
94539,Fremont,46917,4,0.00852569431123047
90016,Los Angeles,46984,4,0.008513536523071684
95758,Elk Grove,47065,4,0.008498884521406565
92024,Encinitas,47126,4,0.008487883546237746
92102,San Diego,47140,4,0.00848536274925753
91351,Canyon Country,59259,5,0.008437536914224
94014,Daly City,47453,4,0.008429393294417635
95351,Modesto,47536,4,0.00841467519353753
95355,Modesto,47613,4,0.008401066935500807
93702,Fresno,47999,4,0.008333506948061417
92870,Placentia,48170,4,0.008303923603902844
92626,Costa Mesa,48207,4,0.008297550148318709
92653,Laguna Hills,48273,4,0.008286205539328403
92507,Riverside,48649,4,0.008222162839935045
92374,Redlands,36675,3,0.008179959100204498
93063,Simi Valley,49027,4,0.008158769657535644
93638,Madera,49247,4,0.008122322171908948
91770,Rosemead,61623,5,0.008113853593625757
93536,Lancaster,49309,4,0.008112109351234055
92407,San Bernardino,49355,4,0.008104548677945496
95206,Stockton,49657,4,0.008055259077270073
95670,Rancho Cordova,49729,4,0.008043596291902108
91950,National City,62355,5,0.008018603159329644
90640,Montebello,62425,5,0.008009611533840609
95207,Stockton,49965,4,0.008005603922745921
95020,Gilroy,49968,4,0.008005123278898494
93117,Goleta,49975,4,0.0080040020010005
94087,Sunnyvale,50070,4,0.00798881565807869
91732,El Monte,62660,5,0.007979572294924991
90006,Los Angeles,62784,5,0.0079638124362895
90813,Long Beach,63136,5,0.007919412062848455
90660,Pico Rivera,63288,5,0.007900391859436228
92840,Garden Grove,50641,4,0.007898738176576292
94591,Vallejo,51665,4,0.007742185231781671
95116,San Jose,51706,4,0.007736046106834796
90042,Los Angeles,64672,5,0.007731321128154379
95630,Folsom,51855,4,0.007713817375373638
92324,Colton,52202,4,0.007662541665070304
95112,San Jose,52334,4,0.007643214736118012
92069,San Marcos,52664,4,0.007595321282090233
95350,Modesto,52872,4,0.007565441065214102
95051,Santa Clara,52986,4,0.007549163930094743
93230,Hanford,53204,4,0.007518231711901361
91709,Chino Hills,66754,5,0.007490187853911376
92114,San Diego,66838,5,0.0074807744097669
93306,Bakersfield,53481,4,0.007479291711074962
92404,San Bernardino,53636,4,0.007457677679170706
90631,La Habra,67354,5,0.007423464085280756
93906,Salinas,53946,4,0.007414822229637045
90004,Los Angeles,67852,5,0.007368979543712787
91801,Alhambra,54382,4,0.007355374940237578
91335,Reseda,68018,5,0.0073509953247669745
95014,Cupertino,54431,4,0.007348753467693043
90001,Los Angeles,54492,4,0.007340527049842179
92708,Fountain Valley,54548,4,0.007332991127080736
92336,Fontana,54586,4,0.007327886271205071
93727,Fresno,54701,4,0.00731248057622347
94601,Oakland,54876,4,0.007289161017566878
95828,Sacramento,54880,4,0.007288629737609329
90022,Los Angeles,68701,5,0.007277914440837834
92780,Tustin,55062,4,0.007264538156986669
92020,El Cajon,55277,4,0.007236282721565931
94122,San Francisco,55504,4,0.007206687806284232
94806,San Pablo,55720,4,0.007178750897343863
90262,Lynwood,69850,5,0.0071581961345740875
91766,Pomona,69974,5,0.007145511189870524
93274,Tulare,56101,4,0.007129997682750753
94538,Fremont,56126,4,0.0071268217938210456
92201,Indio,56307,4,0.007103912479798249
94109,San Francisco,56330,4,0.007101011894194923
92646,Huntington Beach,56517,4,0.007077516499460338
92115,San Diego,56887,4,0.0070314834672244985
91911,Chula Vista,71126,5,0.007029778140201896
95111,San Jose,57748,4,0.006926646810279144
93535,Lancaster,57794,4,0.006921133681697062
92701,Santa Ana,58157,4,0.006877933868665853
90706,Bellflower,72893,5,0.006859369212407227
93905,Salinas,58548,4,0.0068320010931201755
94501,Alameda,58555,4,0.006831184356587823
93309,Bakersfield,58632,4,0.006822213125938055
92647,Huntington Beach,58764,4,0.006806888571234088
95608,Carmichael,58830,4,0.00679925208227095
90026,Los Angeles,73686,5,0.006785549493798008
92630,Lake Forest,59176,4,0.00675949709341625
93307,Bakersfield,59195,4,0.006757327476982854
95340,Merced,59289,4,0.006746614043077131
95123,San Jose,59632,4,0.006707807888382077
95122,San Jose,59841,4,0.006684380274393811
91710,Chino,75319,5,0.006638431205937413
94541,Hayward,60274,4,0.006636360619836083
92882,Corona,60294,4,0.006634159286164461
92801,Anaheim,60553,4,0.0066057833633346
94080,South San Francisco,60599,4,0.006600768989587287
95127,San Jose,60620,4,0.006598482349059716
93722,Fresno,60889,4,0.006569331077862998
92553,Moreno Valley,61205,4,0.006535413773384527
91706,Baldwin Park,76890,5,0.006502796202367018
92021,El Cajon,61872,4,0.0064649599172485125
92083,Vista,62036,4,0.0064478689793023404
92627,Costa Mesa,62069,4,0.006444440864199519
92677,Laguna Niguel,62103,4,0.006440912677326377
90255,Huntington Park,78114,5,0.006400901246895563
92057,Oceanside,46893,3,0.006397543343356151
92707,Santa Ana,62634,4,0.00638630775617077
95035,Milpitas,62848,4,0.0063645621181262725
95687,Vacaville,63157,4,0.006333423056826638
92392,Victorville,63235,4,0.006325610816794497
94015,Daly City,63337,4,0.006315423843882722
92104,San Diego,47689,3,0.006290758875212313
94558,Napa,63947,4,0.006255180070996294
92509,Riverside,63999,4,0.006250097657775902
94086,Sunnyvale,64010,4,0.0062490235900640526
92346,Highland,48245,3,0.006218260959684942
93065,Simi Valley,64802,4,0.006172648992315052
93257,Porterville,65566,4,0.006100722935667877
91342,Sylmar,81986,5,0.006098602200375674
96150,South Lake Tahoe,33038,2,0.006053635207942369
94587,Union City,66472,4,0.006017571308220003
94536,Fremont,66543,4,0.0060111506845197836
93550,Palmdale,67232,4,0.005949547834364588
95616,Davis,67411,4,0.005933749684769548
90019,Los Angeles,67520,4,0.0059241706161137445
92345,Hesperia,68515,4,0.005838137634094724
92154,San Diego,68776,4,0.00581598231941375
92805,Anaheim,68802,4,0.005813784483009215
93436,Lompoc,51737,3,0.005798558091887817
95376,Tracy,69801,4,0.0057305769258320085
90044,Los Angeles,87383,5,0.0057219367611549155
92703,Santa Ana,70011,4,0.005713387896187742
92056,Oceanside,52895,3,0.0056716135740618205
92071,Santee,53510,3,0.005606428704914969
92503,Riverside,71678,4,0.005580512849130835
95823,Sacramento,72199,4,0.005540242939652904
94544,Hayward,72993,4,0.005479977532092118
94112,San Francisco,73117,4,0.005470683972263632
90805,Long Beach,91664,5,0.005454704136847618
91910,Chula Vista,74025,4,0.0054035798716649775
94110,San Francisco,74641,4,0.00535898500823944
90250,Hawthorne,93315,5,0.005358195359802818
92376,Rialto,75882,4,0.005271342347328747
94550,Livermore,75929,4,0.005268079389956407
90280,South Gate,96267,5,0.005193887832798363
94533,Fairfield,77683,4,0.005149131727662423
93033,Oxnard,77791,4,0.005141983005746166
91331,Pacoima,97318,5,0.0051377956801413925
92054,Oceanside,98239,5,0.0050896283553374935
94565,Pittsburg,78816,4,0.005075111652456354
93030,Oxnard,79736,4,0.005016554630279924
90011,Los Angeles,101215,5,0.004939979252087141
95076,Watsonville,81141,4,0.0049296902922073916
92804,Anaheim,81333,4,0.004918052942839929
90650,Norwalk,103214,5,0.004844304067277695
92335,Fontana,82630,4,0.0048408568316592035
90201,Bell,105285,5,0.004749014579474759
91744,La Puente,84965,4,0.004707820867415995
92683,Westminster,88230,4,0.004533605349654313
94509,Antioch,90891,4,0.004400875774279082
92704,Santa Ana,91188,4,0.004386542088871343
93711,Fresno,36274,1,0.0027567955009097428
92105,San Diego,73006,2,0.002739500862942772
90020,未知城市,42394,0,0.0
91743,未知城市,13,0,0.0
91402,未知城市,66249,0,0.0
96115,未知城市,124,0,0.0
92277,未知城市,17178,0,0.0
95913,未知城市,218,0,0.0
92280,未知城市,50,0,0.0
95419,未知城市,436,0,0.0
93640,未知城市,9174,0,0.0
93920,未知城市,1006,0,0.0
95023,未知城市,47514,0,0.0
95972,未知城市,140,0,0.0
95221,未知城市,676,0,0.0
95387,未知城市,899,0,0.0
95389,未知城市,1750,0,0.0
95424,未知城市,103,0,0.0
93555,未知城市,29782,0,0.0
95480,未知城市,30,0,0.0
95481,未知城市,109,0,0.0
95502,未知城市,183,0,0.0
95531,未知城市,23792,0,0.0
95589,未知城市,743,0,0.0
95613,未知城市,49,0,0.0
95676,未知城市,383,0,0.0
93562,未知城市,1991,0,0.0
93545,未知城市,1910,0,0.0
92307,未知城市,31876,0,0.0
93216,未知城市,4425,0,0.0
92317,未知城市,2150,0,0.0
92318,未知城市,227,0,0.0
92323,未知城市,40,0,0.0
92365,未知城市,2899,0,0.0
92389,未知城市,117,0,0.0
96064,未知城市,4592,0,0.0
95836,未知城市,16,0,0.0
93252,未知城市,4357,0,0.0
93527,未知城市,2213,0,0.0
93255,未知城市,655,0,0.0
96041,未知城市,2511,0,0.0
93272,未知城市,2951,0,0.0
93282,未知城市,63,0,0.0
93435,未知城市,28,0,0.0
96032,未知城市,2345,0,0.0
93447,未知城市,804,0,0.0
96161,未知城市,15783,0,0.0
